,title,nsuid,price_us,description
8256,Sixty Words by POWGI,70010000053727,7.99,"POWGI’s unique word search puzzle returns - and now it’s even bigger! There’s no grid, no word list and no wrong letters - just 60 intertwined words for you to paint while you create blended colour art. "
7628,Skabma - Snowfall,70010000050709,24.99,
4180,Skate City,70010000030510,14.99,"Coast through three iconic locations based off of real-world skate spots in Los Angeles, Oslo, and Barcelona. Pull off realistic tricks with ease and skate just like the pro's. Hundreds of combinations are available, including flip tricks, grabs, grinds,…"
3420,SkateBIRD,70010000025388,19.99,"Grind on bendy straws, kick-flip over staplers, and carve killer lines through cardboard and sticky tape parks, in SKATEBIRD®! You're a lonely lil' bird, and your Big Friend has hung up their board for good. Their job sucks, and lately, they're barely ev…"
11117,SkateCat,70010000072286,9.99,
10411,Skateboard Drifting with Maxwell Cat: The Game Simulator,70010000067204,9.99,
4517,Skatemasta Tcheco,70010000032979,4.99,Tcheco is back for another herculean journey on his shiny new skateboard. Survive bigger and crazier auto-scrolling stages as you smash and flip over everything that tries to stop Tcheco in his tracks! From beaches and cityscapes to a sports stadium and …
13130,Skater Bunny Simulator,70010000086080,7.99,
3039,Skater XL,70010000022173,39.99,Skater XL 
13235,Skater's Solstice,70010000087129,4.99,
11102,Skautfold: Into the Fray,70010000072324,14.99,
5614,Skautfold: Shrouded in Sanity,70010000038136,9.99,"Set in the alternative historical setting of 1897 Angelic Empire of Britannia, your contract will order you to eliminate the source of the unnatural fog enveloping the Berelai Manor. Discover the secrets of the estate, as you look for answers among the v…"
10120,Skautfold: Usurper,70010000065461,14.99,
608,Skee-Ball,70010000004457,4.99,"Skee-Ball is officially licensed Skee-Ball arcade game.  Skee-Ball is fun and action packed alley bowling game  which you can now take with you wherever you go. The  game captures all the fun of the original arcade game,  features a host of new game vari…"
3253,Skelattack,70010000023456,19.99,"Play Skelattack and save the Underworld in this fun and unique action platformer! Being dead is not so bad when you have the Underworld to live in. A magical and expansive world inhabited by quirky, charming and sometimes deadly inhabitants of the afterl…"
4170,Skeletal Avenger,70010000030491,16.99,"Skeletal Avenger is a hack'n'slash roguelite with a massive perk arsenal and skull-chucking special moves! Re-animate skeletons and fight your way to vengeance. Build a new playstyle each run with perks. Loot, explore, avenge, and try to go crazy with pe…"
12234,Skelethrone: The Chronicles of Ericona,70010000079916,14.99,
3291,Skelittle: A Giant Party!,70010000023668,9.99,"Skelittle is a silly, colorful party game designed for fun with friends & family.  Challenge each other in a series of 15 minigames and unlock objects to craft your very own game sessions in sandbox mode! Turn your house into a gigantic playground! The S…"
10782,Skeljump,70010000069686,3.99,
5659,Skellboy Refractured,70010000038863,20.0,"Life was peaceful in the Cubold Kingdom until the king's evil court magician got dumped by the princess. With his heart broken and his rage fueled, he called upon the evil spirits to resurrect the dead and the kingdom's long forgotten monstrosities. What…"
2432,Skelly Selest,70010000018894,9.99,Prophecy foretells that one day Hell shall runneth over and the evil dead will spill onto thy Earth. Only the Selestial Order can halt the depraved Hellion tide. Skelly Selest is a score-attack slash dash run ‘n’ gun-athon that places players in the skel…
4137,Skelly Selest &  Straimium Immortaly Double Pack,70010000029149,19.99,"This bundle contains two wonderfully outlandish indie treasures from retro-inspired UK developer, Caiysware. Skelly Selest: a score-attack slash dash run ‘n’ gun-athon that places players in the skeletal shoes of a Heavenly Keeper. Only the Selestial Ord…"
11531,Sketch Personality Test,70010000074198,8.99,
5756,Ski Jump Challenge,70010000038129,5.99,"Get ready for true winter madness! Presenting Ski Jump Challenge, the game that’s so playable, you’ll never want to stop playing. It’s so easy anybody can play it and so realistic that you can control all the actions of your ski jumper. - Create your jum…"
10004,Ski Resort Driver,70010000064728,12.99,
11681,Ski Simulator : Winter Sports,70010000075190,9.99,
4019,Ski Sniper,70010000028209,4.99,- Discover all the sniper weapons including a crossbow! - Complete objectives to get special rewards. - Watch Your perfect shot trajectory from the special bullet-camera perspective. - Admire bullet damage in the X-Ray mode. - Choose Your perfect sniping…
509,Skies of Fury DX,70010000003450,19.99,"Take to the skies and experience WWI as a fighter pilot! Skies of Fury DX offers players the chance to engage in epic, aerial combat in historic Bloody April, 1917, as both British and German pilots. Using 10 distinctive aircraft from WWI, players fly th…"
11680,Skin care,70010000075103,2.99,
9465,Skinny & Franko: Fists of Violence,70010000061977,18.99,
6285,Skittles,70010000041817,5.99,Skittles is a game of skill in which the goal is to score exactly fifty points by knocking down pins numbered 1 through 12 with a throw of a wooden stick. This Skittle game can be played solo against the computer or in local multiplayer.   The player thr…
5435,Skul: The Hero Slayer,70010000037370,19.99,"Skul is a fast-paced action rogue-lite where losing your head is encouraged. Featuring 100 playable characters each with their own unique abilities and a ton of items that can create wild synergies, the battles are as electrifying as they are challenging."
10064,Skull Island: Rise of Kong,70010000065541,39.99,
4018,Skull Rogue,70010000028510,2.99,"Skull Rogue is a rogue-like RPG inspired by the classics. Start with an ordinary skeleton and skill up to an incredible warrior. Dive into a world of eternal battles and endless progression. The further you are, the harder and more unique your enemies be…"
2547,Skullgirls 2nd Encore,70010000019148,24.99,"Skullgirls 2nd Encore is a beautiful, fast-paced, and critically acclaimed 2D fighting game that puts players in control of fierce warriors in an extraordinary Dark Deco world. Each of the 14 wildly original characters features unique gameplay mechanics …"
1496,Skulls of the Shogun: Bone-A-Fide Edition,70010000013529,19.99,"""“Fast, compact and yet consistently thoughtful, there’s nothing else quite like Skulls of the Shogun -- and, for me, it earns its place amongst the genre’s greats.”  Eurogamer Crush your enemies and eat their skulls! Enter the Samurai Afterlife and join…"
3906,Skully,70010000028864,29.99,"On a mysterious remote island, a skull washes up on shore and is reawakened by an enigmatic deity. Dubbed Skully, the newly reanimated being has been summoned to intervene in a war between the deity’s three siblings, whose quarrel jeopardizes the island …"
12823,Sky Airplane Racer: Flight & Fight Simulator,70010000083575,4.99,
9776,Sky Caravan,70010000063499,19.99,
1794,Sky Force Anniversary,70010000014356,9.99,"The legendary shoot-'em-up is here to celebrate its 10-year anniversary in super-destructive style. Harnessing the intensity of classic arcade games combined with modern visuals, Sky Force Anniversary offers a stunning scrolling shooter experience with a…"
264,Sky Force Reloaded,70010000001406,9.99,"The shoot ‘em up you were looking for!  Sky Force Reloaded is the spirit of the classic arcade shoot ‘em ups, captured with modern visuals and design. New entry in the series will keep you entertained with all the things you’ve came to love in scrolling …"
1923,Sky Gamblers - Afterburner,70010000015702,19.99,"This is the latest and greatest jet dogfight game, coming from the creators of Sky Gamblers, Battle Supremacy and Radiation series! Get into the cockpit and prepare to take-off. Unlock, upgrade and customize the weapons and defenses of more than 30 plane…"
7006,Sky Gamblers - Air Supremacy 2,70010000046777,29.99,"THIS IS THE ULTIMATE JET FIGHTER COMBAT GAME! With an extensive single player campaign and delightful multiplayer modes, the non-stop action will keep you at the edge of your seat!  Sky Gamblers: Air Supremacy 2 is a dogfight simulator taking its roots f…"
1017,Sky Gamblers: Storm Raiders,70010000009776,9.99,"THIS IS THE ULTIMATE WWII AIR COMBAT GAME! You’ll participate in visceral dogfights, protect cities and fleets, bomb enemy structures and even fly through tunnels. Everything is set up in accurately recreated real life locations like Pearl Harbor, Coast …"
2938,Sky Gamblers: Storm Raiders 2,70010000021087,19.99,"Unlock, upgrade and customize the legendary planes of WWII. Get into the cockpit and prepare to takeoff. Become the master of the skies! IMMERSIVE GAMEPLAY You will fly in fully recreated cities with realistic weather in places like UK, US, Egypt, Russia…"
